Unnamed: 0,datetime,open,high,low,close,volume,rsi,roc,roc_ema,roc_std,trade_type,signals
0,2019-09-08,10000.0,10412.65,10000.0,10391.63,3096.291,,,,,HOLD,0
1,2019-09-09,10316.62,10475.54,10077.22,10307.0,14824.373,,,,,HOLD,0
2,2019-09-10,10307.0,10382.97,9940.87,10102.02,9068.955,,,,,HOLD,0
3,2019-09-11,10094.27,10293.11,9884.31,10159.55,10897.922,,,,,HOLD,0
4,2019-09-12,10163.06,10450.13,10042.12,10415.13,15609.634,,,,,HOLD,0
5,2019-09-13,10414.96,10440.55,10153.51,10341.34,19252.721,,,,,HOLD,0
6,2019-09-14,10343.01,10419.97,10222.77,10332.25,20656.624,,,,,HOLD,0
7,2019-09-15,10333.47,10359.2,10024.81,10302.22,20536.255,,,,,HOLD,0
8,2019-09-16,10302.0,10353.81,10080.7,10249.27,20185.637,,,,,HOLD,0
9,2019-09-17,10257.3,10270.63,10136.77,10186.52,22519.607,,,,,HOLD,0
10,2019-09-18,10183.87,10256.65,10097.92,10155.16,20832.895,,-2.2755814054195467,,,HOLD,0
11,2019-09-19,10154.7,10331.62,9530.02,10245.3,26228.754,,-0.5986222955273179,,,HOLD,0
12,2019-09-20,10247.7,10279.3,10070.5,10166.35,23265.91,,0.6368033324028355,,,HOLD,0
13,2019-09-21,10166.56,10175.3,9912.63,9983.33,23642.387,,-1.7345256433601852,,,HOLD,0
14,2019-09-22,9992.7,10089.52,9857.0,10023.04,23916.354,35.30940367155306,-3.7646193566474806,,,HOLD,0
15,2019-09-23,10027.69,10046.91,9620.0,9701.96,31927.062,27.680009613651357,-6.182757747061807,,,HOLD,0
16,2019-09-24,9701.1,9792.83,8645.61,8645.61,29758.535,15.677755512197175,-16.324033971303443,,,HOLD,0
17,2019-09-25,8493.32,8725.24,8200.0,8430.07,48222.102,14.313926030586446,-18.172296844757728,,,HOLD,0
18,2019-09-26,8428.15,8464.4,7700.67,8060.15,60065.945,12.33126514041317,-21.358789455249017,,,HOLD,0
19,2019-09-27,8061.98,8260.0,7851.94,8176.52,40034.653,16.26075884643274,-19.731959491563355,-8.950638287848706,,HOLD,0
20,2019-09-28,8178.26,8311.0,8001.14,8195.38,33820.919,16.910771665000198,-19.29836654469256,-10.83204342545668,,HOLD,0
21,2019-09-29,8199.0,8226.35,7888.98,8041.96,35966.056,15.834035064275886,-21.505861224171074,-12.77273757067748,,HOLD,0
22,2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.52,24.106407052208898,-18.497395820525565,-13.813584525195314,,HOLD,0
23,2019-10-01,8285.31,8499.0,8171.0,8290.0,39212.804,24.243185314505915,-16.961574945434034,-14.385946419784172,,HOLD,0
24,2019-10-02,8290.0,8365.92,8149.35,8352.14,30329.179,26.37762741756,-16.670590958431784,-14.80133633590192,,HOLD,0
25,2019-10-03,8353.4,8386.0,8020.0,8220.27,33430.23,24.781906879979005,-15.272068736626398,-14.886924045124553,,HOLD,0
26,2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111,23.730183020054536,-5.957358705747772,-13.263366710692411,,HOLD,0
27,2019-10-05,8130.0,8175.0,8010.0,8122.14,30262.006,23.628823389172243,-3.6527573317896467,-11.515983187255545,,HOLD,0
28,2019-10-06,8122.01,8148.43,7760.0,7852.79,41909.039,20.597890931545372,-2.5726568364112246,-9.889923850738395,,HOLD,0
29,2019-10-07,7851.01,8330.0,7764.42,8186.88,62760.299,32.21273660851257,0.12670427027634545,-8.068718737826623,,HOLD,0
30,2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165,31.922828567767773,-0.33872742935653344,-6.663265772650243,,HOLD,0
31,2019-10-09,8168.33,8700.0,8113.0,8559.77,65453.643,43.142950536688964,6.438853214887907,-4.281062320370579,,HOLD,0
32,2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668,43.069847882605785,3.260743630096652,-2.9098248748310827,,HOLD,0
33,2019-10-11,8557.0,8788.0,8210.0,8255.58,69157.964,37.576348878429286,-0.4151990349819057,-2.4562565403130505,,HOLD,0
34,2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514,38.82488644011734,-0.6216370894166046,-2.1226893674227876,,HOLD,0
35,2019-10-13,8300.31,8456.0,8137.3,8274.66,43820.913,38.35188710426311,0.6616570988544179,-1.6164445553723865,,HOLD,0
36,2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821,40.53110870233218,2.6503709461586755,-0.8406599187303752,,HOLD,0
37,2019-10-15,8346.31,8408.62,8080.0,8160.01,86246.749,36.87309879961905,0.4662564299556582,-0.6030387644238236,,HOLD,0
38,2019-10-16,8160.55,8184.0,7900.24,7992.21,70434.452,33.90115119800513,1.775419946286605,-0.17059172611283663,,HOLD,0
39,2019-10-17,7994.76,8124.63,7930.0,8069.2,58354.602,36.432733741511996,-1.4374218261413385,-0.4009244715725643,8.761111255783003,HOLD,0
40,2019-10-18,8069.41,8117.3,7812.0,7943.94,75251.352,34.14162770293338,-2.738619083649829,-0.8259598555866124,8.753923647843916,HOLD,0
41,2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395,34.25501880978238,-7.157201653782752,-1.9770947279859108,8.683100163134334,HOLD,0
42,2019-10-20,7947.78,8300.5,7871.17,8218.23,78663.915,43.204635068725395,-3.9479804862541323,-2.3354375931255875,8.590512772217465,HOLD,0
43,2019-10-21,8218.23,8334.57,8150.0,8201.74,59928.516,42.82278529162603,-0.6521649599422474,-2.029388023455889,8.614640907088663,HOLD,0
44,2019-10-22,8201.0,8290.0,8000.0,8020.89,69506.88,38.775176551802545,-3.3653324851630306,-2.2722870164935514,8.619825534719467,HOLD,0
45,2019-10-23,8020.68,8047.78,7172.76,7465.0,108484.139,29.534427081281244,-9.784812910741946,-3.6382008154478047,8.633864067011636,HOLD,0
46,2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534,28.82055355222553,-11.199309853164063,-5.012947913214397,8.498018985583048,HOLD,0
47,2019-10-25,7410.07,8800.0,7359.0,8650.0,165118.926,55.53993442151278,6.004772052975427,-3.0097261011798837,8.533755339231252,LONG,1
48,2019-10-26,8650.0,10408.48,8626.89,9232.22,248161.161,62.63916874546128,15.51523295809294,0.35844827323335693,8.889597836156872,HOLD,0
49,2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019,65.69033716957912,18.144549645565846,3.5922848863847188,9.360619578759657,HOLD,0
50,2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975,60.14000302595362,16.030080791143963,5.853702323613673,9.528176856139899,HOLD,0
51,2019-10-29,9215.78,9569.1,9070.0,9415.02,124703.014,62.28675986065608,18.470693193643495,8.147700663619094,9.55684214654835,HOLD,0
52,2019-10-30,9415.02,9418.65,8975.72,9165.3,98464.858,58.034214798830654,11.524014295048923,8.761575869333608,9.2448969117908,HOLD,0
53,2019-10-31,9163.4,9438.64,8933.0,9150.0,98836.044,57.77395441434352,11.561693006605921,9.270688076110392,8.918312967734462,HOLD,0
54,2019-11-01,9149.88,9280.0,9050.27,9231.01,87256.949,58.82681366354867,15.087103800201728,10.328218207763364,8.651286149827072,HOLD,0
55,2019-11-02,9231.7,9375.0,9194.98,9287.8,56602.055,59.58753081959793,24.417950435365032,12.88998770369094,8.945695852637408,HOLD,0
56,2019-11-03,9288.96,9366.69,9073.0,9197.88,75612.722,57.767570379097464,24.105324940800244,14.929139928619904,9.520529923065453,HOLD,0
57,2019-11-04,9197.86,9550.0,9126.01,9395.46,90433.357,60.61411828419998,8.61803468208091,13.781666247430996,9.434193507862151,HOLD,0
58,2019-11-05,9395.47,9457.13,9164.33,9313.2,113738.226,58.836058304028974,0.8771454753028207,11.435389743407692,9.365773956364503,HOLD,0
59,2019-11-06,9313.1,9450.0,9259.48,9343.6,73767.911,59.31108529069555,-1.9900727133884022,8.994396569444765,9.408610816666059,HOLD,0
60,2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.569,56.45045682029915,0.024735933065422877,7.363549181012157,9.402305294379454,HOLD,0
61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,47.58539778494048,-6.79754264993595,4.788805211748865,9.620463015262628,HOLD,0
62,2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,48.29578206638991,-3.864030637295013,3.215562330104523,9.730571325843043,HOLD,0
63,2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,52.695365248973104,-1.1878688524590175,2.4149384787293338,9.743411112505784,HOLD,0
64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,46.866474682645496,-5.439058131233743,0.9869390950996835,9.857935929329537,HOLD,0
65,2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,48.59297019476049,-5.06901526733995,-0.11414351625297714,9.973279970991623,HOLD,0
66,2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,47.79088138230653,-4.600190478675515,-0.9297884185116204,10.08275077968294,HOLD,0
67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,45.266607969486216,-8.016744257332785,-2.2183258437518325,10.279396589242955,HOLD,0
68,2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,42.20515108529428,-9.018704634282527,-3.4547583511210496,10.50805810676254,HOLD,0
69,2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,42.64494299587755,-9.124320390427677,-4.485587812813163,10.700314140154667,HOLD,0
70,2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,42.985840840669454,-7.761691345865984,-5.081243000640949,10.820348324809805,HOLD,0
71,2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,37.11477855889169,-6.74379460810961,-5.383525111089797,10.808449944596013,HOLD,0
72,2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,36.257582021081554,-7.711252220198272,-5.806748221836792,10.902753033477273,HOLD,0
73,2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,35.610808657811425,-10.477021582049495,-6.655888832784557,11.130740365494345,HOLD,0
74,2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,28.69735758457596,-12.682310432091914,-7.75160185084044,11.40115826434378,HOLD,0
75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,24.759408016093904,-17.628218214812296,-9.547350280653504,11.744686430857708,HOLD,0
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,26.075469705380623,-16.73857746536658,-10.854846132419517,11.981971200257844,HOLD,0
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,22.166109333638936,-20.14972952645434,-12.54482493133494,12.538120927386588,HOLD,0
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,27.94311194072864,-16.183126467113652,-13.206334301476524,12.548076904841984,HOLD,0
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,29.290835179881032,-15.793787819188642,-13.676780395606,12.321996235252751,HOLD,0
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,38.503382601046404,-11.727014454306428,-13.322277497187896,11.980146221231989,HOLD,0
81,2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,37.173303487826274,-9.378536182401643,-12.605233621772214,11.358795329322405,HOLD,0
82,2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,44.46032108971962,-4.858024767268832,-11.19665019368069,11.000523005775749,HOLD,0
83,2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,41.342476060470304,-6.8089522550515476,-10.398886932111754,10.606157907528289,HOLD,0
84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,38.97890129832283,-3.076923076923066,-9.067620776622901,9.946557434372208,HOLD,0
85,2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,37.546566069157144,0.38938579485372493,-7.348165036354423,8.34410495602264,HOLD,0
86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,37.54440789674337,-0.20709034641438473,-6.049787820001689,6.276846815630693,HOLD,0
