Unnamed: 0,datetime,open,high,low,close,volume,rsi,roc,roc_ema,roc_std,trade_type,signals
87,2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,35.95679332372032,4.204403509127852,-4.185389396523591,5.949821261901032,HOLD,0
88,2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,41.16191417447878,3.984212964462275,-2.700007149071615,6.115156851450888,HOLD,0
89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,44.58976721113596,5.204195804195799,-1.2628793393866304,6.4448873623751775,HOLD,0
90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,43.888862525350056,-0.26069800992971626,-1.0806645522126461,6.434848712904315,HOLD,0
91,2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,44.45464572914524,1.24612482284423,-0.6576119385659414,6.599723323029943,HOLD,0
92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,40.84881915227687,-5.159461576442547,-1.476130054543506,6.585581342794353,HOLD,0
93,2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,38.55051855789656,-4.268235287878852,-1.9837855515135692,6.5226694535649425,HOLD,0
94,2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,38.24797599878818,-2.458381726674408,-2.070075765179176,6.565132295722247,HOLD,0
95,2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,38.01561330232073,-1.3198463859552811,-1.9336704235021043,6.630270578097975,HOLD,0
96,2019-12-13,7194.08,7298.0,7190.0,7252.98,80178.833,40.08980217741193,-0.519554620442586,-1.6765584593094647,6.710672938077969,HOLD,0
97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.512,35.837912887559725,-1.803087192323738,-1.699563683493878,6.75439865360501,HOLD,0
98,2019-12-15,7060.79,7196.0,7004.77,7115.0,87933.233,37.82631330013545,-3.6559291210956246,-2.0552664903305593,6.7491291714145305,HOLD,0
99,2019-12-16,7115.45,7147.34,6831.0,6887.54,117597.89,33.13824513167088,-8.435942090639593,-3.2153893267503832,6.739797999352787,HOLD,0
100,2019-12-17,6887.48,6940.0,6550.0,6618.96,166411.289,28.626707167434557,-11.596324393631797,-4.739195702547004,6.80752609245715,HOLD,0
101,2019-12-18,6618.96,7479.99,6427.0,7277.44,328489.593,47.49873218597246,-3.0734397059215324,-4.436330975887827,6.828771723672783,HOLD,0
102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158849.566,44.94945205209916,-2.60579571488343,-4.103506382977937,6.8483771589995435,HOLD,0
103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.566,45.85854199830437,-0.5067179247138065,-3.449544845111731,6.858231832258382,HOLD,0
104,2019-12-21,7184.39,7185.0,7108.0,7131.01,44340.865,44.74369484232737,-1.0375018908458156,-3.0109915806997467,6.77136602753079,HOLD,0
105,2019-12-22,7131.02,7517.61,7122.0,7502.92,129797.395,53.26790765201215,4.282972214539171,-1.6848163452017615,6.563556909754033,HOLD,0
106,2019-12-23,7502.92,7691.0,7262.0,7314.01,215298.787,49.12261060786458,0.8414472396173878,-1.2254956934164616,6.212094887749399,HOLD,0
107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081.004,47.808280743306305,2.70062056210294,-0.5116563742311159,5.526776039341848,HOLD,0
108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.072,46.709537121142944,1.2150386507378652,-0.1977118242367557,5.00806415261254,HOLD,0
109,2019-12-26,7201.67,7438.8,7151.0,7197.46,133973.533,46.61853641225811,4.499719783841538,0.6563666499592976,4.510230108010596,HOLD,0
110,2019-12-27,7197.84,7270.0,7078.89,7248.4,112284.61,48.01111728051482,9.509651063006874,2.266054725058857,4.563853335612258,HOLD,0
111,2019-12-28,7248.4,7359.15,7235.0,7311.48,91292.882,49.75897417974116,0.46774690000879193,1.939089665958845,4.303191357095785,HOLD,0
112,2019-12-29,7310.29,7527.0,7283.6,7383.67,102543.974,51.75787770864358,3.3217235796476174,2.1904776502658945,4.294675531954068,HOLD,0
113,2019-12-30,7383.68,7400.0,7215.58,7240.43,94375.362,47.70236986416958,0.7800244697183656,1.934031617439071,4.136044219712238,HOLD,0
114,2019-12-31,7240.8,7319.0,7141.0,7189.0,89203.437,46.299610995417424,0.8132087880959427,1.7302456484675932,4.1060858644121705,HOLD,0
115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.329,46.58150361670702,-4.069748844449894,0.6757011952098682,4.165420368665417,CLOSE,-1
116,2020-01-02,7197.57,7209.59,6922.0,6962.04,115295.677,40.31752540812839,-4.812271243818378,-0.32211197552254023,4.244614270493199,SHORT,-1
117,2020-01-03,6962.34,7407.28,6863.44,7341.72,208493.458,51.61336102162084,1.2366175586455697,-0.03870660567379297,4.169674779085776,CLOSE,1
118,2020-01-04,7341.6,7400.0,7269.21,7350.71,92586.033,51.845759208801404,2.0726381492616186,0.3451742588599182,4.114660806931987,HOLD,0
119,2020-01-05,7350.54,7495.0,7303.0,7354.36,117765.972,51.94667255367445,2.179935699538449,0.6787672480741965,4.007369178575908,HOLD,0
120,2020-01-06,7354.36,7808.65,7345.0,7757.39,168150.317,61.53263446914926,7.022101429280947,1.8321007355663332,4.239325108184493,LONG,1
121,2020-01-07,7757.74,8215.33,7733.0,8152.49,280809.162,68.22464967859295,11.50259591765279,3.5903725868547802,4.744773808499707,HOLD,0
122,2020-01-08,8150.9,8468.42,7870.11,8059.84,321225.114,65.35349639143924,9.157641118847405,4.602603229035258,4.927951930541867,HOLD,0
123,2020-01-09,8059.77,8060.0,7750.01,7818.59,187263.143,58.45515812497929,7.985161102310223,5.217613751448888,5.032346758473644,HOLD,0
124,2020-01-10,7817.91,8210.62,7670.0,8207.09,253783.948,64.8834537375974,14.161774933926829,6.843824875535787,5.5340956994199875,HOLD,0
125,2020-01-11,8207.2,8292.19,8003.87,8020.56,164741.715,60.07695336060919,11.434275734727152,7.678452304479671,5.796799402173646,HOLD,0
126,2020-01-12,8020.58,8195.0,7956.28,8186.7,108629.964,62.72555365005809,17.590533809055977,9.480648941675362,6.43490261728105,HOLD,0
127,2020-01-13,8186.22,8200.0,8053.78,8113.0,74581.364,60.79863001139636,10.505440142092048,9.666974614478397,6.546997609512008,HOLD,0
128,2020-01-14,8112.99,8893.0,8109.02,8825.0,290777.981,70.29316293082137,20.056429923095862,11.555966488772482,7.127572754847558,HOLD,0
129,2020-01-15,8825.0,8921.2,8570.52,8825.3,237633.837,70.29642735805389,20.000924621585003,13.091413422011122,7.35472075357141,HOLD,0
130,2020-01-16,8825.35,8868.21,8596.25,8725.08,167958.963,67.62303286128387,12.474427610317385,12.979234183521351,6.848169360711101,HOLD,0
131,2020-01-17,8724.99,9039.0,8680.0,8918.72,205717.686,69.99722863462823,9.39872358015772,12.328232255637054,6.7028217631708475,HOLD,0
132,2020-01-18,8918.73,8995.0,8816.0,8925.0,114708.682,70.07387298209501,10.734208123238176,12.038409686109986,6.575740551796311,HOLD,0
133,2020-01-19,8925.0,9205.3,8440.91,8705.85,225314.525,63.9358344438716,11.348081943163656,11.912895551028836,6.5177422646126155,HOLD,0
134,2020-01-20,8705.98,8750.37,8526.06,8650.0,125161.675,62.434881196600934,5.396675313661725,10.728128235143906,6.367715409069643,HOLD,0
135,2020-01-21,8650.0,8790.1,8448.6,8742.43,107577.153,63.94350445828587,9.000244371964051,10.413967532747568,6.362017912629742,HOLD,0
136,2020-01-22,8742.78,8820.0,8585.85,8684.57,94305.496,62.25795672416417,6.081449179767184,9.62623692311477,6.263050181170222,HOLD,0
137,2020-01-23,8684.47,8694.0,8326.0,8409.6,163407.064,54.85729462797223,3.655860963885127,8.540714021436653,6.242868758805718,HOLD,0
138,2020-01-24,8410.0,8528.0,8247.0,8441.96,144785.391,55.52729818655714,-4.340396600566587,6.198693908345154,6.4937425899114265,HOLD,0
139,2020-01-25,8442.82,8455.0,8272.0,8344.64,96961.714,52.9805597666139,-5.446387091656934,4.081406453799319,6.855341060877729,HOLD,0
140,2020-01-26,8344.37,8624.45,8300.0,8611.21,117898.916,58.583830220604106,-1.3050883201071062,3.1020437676345147,6.978242025028872,HOLD,0
141,2020-01-27,8611.21,9015.48,8565.0,8913.61,172235.328,63.84717233429975,-0.0572952172508967,2.527618497655349,6.993439420288686,HOLD,0
142,2020-01-28,8913.61,9436.06,8905.0,9398.98,244467.546,70.35847689398211,5.310700280112046,3.0336333671929303,6.974647276102513,HOLD,0
143,2020-01-29,9399.72,9460.52,9242.0,9311.0,169460.643,67.96884322611224,6.951073128987972,3.7458951420647564,6.8985462523502905,HOLD,0
144,2020-01-30,9311.23,9599.0,9210.42,9525.67,190137.536,70.59326586960567,10.123352601156066,4.9054328618995395,6.843373421758509,HOLD,0
145,2020-01-31,9525.67,9550.72,9220.0,9364.51,146644.026,66.20756170823881,7.115641760929159,5.30728902535947,6.53637031003398,HOLD,0
146,2020-02-01,9364.5,9477.76,9306.0,9392.74,109040.285,66.59900937523375,8.15434730792659,5.824935985826219,6.1434877345351415,HOLD,0
147,2020-02-02,9392.99,9489.92,9160.01,9338.2,148402.977,65.03165244690918,11.042142313546432,6.773518954502621,6.05376564203063,HOLD,0
148,2020-02-03,9340.49,9647.61,9250.0,9300.64,159049.385,63.91606075091871,10.171571530781964,7.3913466956443195,5.964372247123163,HOLD,0
149,2020-02-04,9300.63,9368.0,9105.0,9198.35,147843.902,60.85434845248795,10.230639068911307,7.907581672601953,5.865660664171125,HOLD,0
150,2020-02-05,9198.32,9799.08,9179.88,9630.0,212311.697,67.85251971444946,11.830973812042679,8.620925697954812,5.888330688662193,HOLD,0
151,2020-02-06,9630.0,9884.0,9550.0,9778.12,200556.367,69.84471160678734,9.69876402490124,8.816896302854163,5.8683313174249125,HOLD,0
152,2020-02-07,9777.97,9900.0,9736.66,9821.52,129740.767,70.42307129329892,4.4955942027752105,8.031205011930718,5.913469440385156,HOLD,0
153,2020-02-08,9821.52,9956.0,9680.55,9906.43,129267.269,71.57185138153248,6.394909247127067,7.733696691057327,5.924605301309144,HOLD,0
154,2020-02-09,9906.09,10184.34,9892.15,10167.38,143407.013,74.8099891564409,6.73663899757182,7.552413474059962,5.8334185346819085,HOLD,0
155,2020-02-10,10167.37,10213.56,9750.0,9865.56,184242.737,65.51473757907775,5.350520208745557,7.1520692440027975,5.821784974973335,HOLD,0
156,2020-02-11,9865.56,10409.96,9729.36,10229.06,190119.815,70.30088573175391,8.903898117056364,7.470583584557992,5.544866729251733,HOLD,0
157,2020-02-12,10230.74,10479.98,10229.71,10339.99,159674.258,71.59643729180138,10.727870467541912,8.06281756328234,5.548804338107274,HOLD,0
158,2020-02-13,10339.64,10540.0,10101.0,10239.63,213052.717,68.67751779487516,10.095971890106492,8.432481986341278,5.0758322597377,HOLD,0
159,2020-02-14,10240.02,10390.0,10123.37,10356.82,130975.746,70.20504189041917,12.594323982018496,9.189180531009864,4.613169757212818,HOLD,0
160,2020-02-15,10356.27,10389.75,9752.3,9914.99,152146.127,58.60151367962517,2.9593977154724893,8.056492746366704,4.5592378411253875,HOLD,0
161,2020-02-16,9914.31,10060.45,9626.64,9921.86,141547.956,58.71577313118866,1.470016731232593,6.858951652705956,4.62896000026313,HOLD,0
162,2020-02-17,9921.87,9971.0,9461.89,9716.0,185338.179,53.91392380613611,-1.0743754530866956,5.416528542561838,4.753762737863903,CLOSE,-1
163,2020-02-18,9716.0,10270.0,9598.0,10174.32,166119.369,61.46909745763631,2.7042032296195506,4.92337848566324,4.689711933891251,HOLD,0
164,2020-02-19,10174.53,10286.0,9293.07,9593.65,187495.927,50.233135340273705,-5.642849977083575,3.0022460378910916,5.122603462612957,SHORT,-1
165,2020-02-20,9593.31,9700.0,9382.59,9601.99,143105.587,50.37344542898631,-2.6716172219316436,1.9706345361051398,5.2801036036240525,CLOSE,1
166,2020-02-21,9601.51,9759.59,9547.0,9681.39,98954.288,51.76764898171983,-5.354059903842579,0.6388719106601002,5.596984837888705,SHORT,-1
167,2020-02-22,9681.39,9710.7,9565.0,9659.2,58419.547,51.33360344458402,-6.584048920743624,-0.6743864223223952,5.950946620909663,CLOSE,1
168,2020-02-23,9658.95,10018.9,9657.0,9943.12,97134.358,56.373801388007514,-2.8957100989000395,-1.0782634544274214,5.885893863596186,HOLD,0
169,2020-02-24,9943.12,10000.0,9487.38,9662.95,157965.671,50.784472384807934,-6.699643326812666,-2.1003325221338294,5.959623548922111,HOLD,0
170,2020-02-25,9662.88,9686.78,9247.0,9326.0,168641.725,45.00519529224732,-5.9403993347446615,-2.7985264880630716,6.161156118441013,HOLD,0
171,2020-02-26,9326.0,9384.0,8610.0,8792.22,267005.172,37.68824637410663,-11.385365244016754,-4.359769898236468,6.7315291435576174,SHORT,-1
172,2020-02-27,8793.96,8978.0,8533.9,8828.0,200638.488,38.41107068195148,-9.139563606422396,-5.2288232997248185,7.114255460966322,CLOSE,1
173,2020-02-28,8827.12,8908.86,8450.0,8699.57,196066.11,36.76260509951227,-14.49482618985839,-6.913551097930922,7.763856426169057,HOLD,0
174,2020-02-29,8699.86,8799.83,8530.0,8531.98,103524.685,34.67156110905998,-11.066382450891998,-7.668611343923845,8.010042873328304,HOLD,0
175,2020-03-01,8532.5,8762.24,8409.0,8537.84,174332.916,34.81118642401232,-11.082598503018637,-8.28933628194108,8.278512909975525,HOLD,0
176,2020-03-02,8537.84,8972.0,8504.95,8919.7,160294.484,43.31342587716897,-7.8675686032687375,-8.2126512494552,8.33683645922239,HOLD,0
177,2020-03-03,8919.7,8922.34,8657.41,8765.0,160123.605,40.98147870063747,-9.257495444757335,-8.402622921328316,8.300473693563346,HOLD,0
178,2020-03-04,8765.0,8853.88,8669.23,8756.93,105462.12,40.857900994647196,-11.929756454714424,-9.043919927398518,8.355117668487,HOLD,0
179,2020-03-05,8755.98,9172.3,8755.98,9062.81,161840.623,47.339733271126775,-6.21073274724594,-8.528794985552594,8.161757141207028,HOLD,0
180,2020-03-06,9062.62,9179.75,8994.14,9139.48,115011.583,48.85288088426856,-2.0000000000000018,-7.341741351815759,7.796366162128515,HOLD,0
181,2020-03-07,9139.77,9204.0,8850.0,8897.18,125804.999,44.50096670650919,1.1937826851466493,-5.789827890549867,7.5289912297821475,HOLD,0
182,2020-03-08,8895.62,8897.71,7997.7,8038.46,237407.028,33.209791644953846,-8.943588581785233,-6.3632389253199335,7.533611864620526,HOLD,0
183,2020-03-09,8038.99,8182.31,7635.21,7932.15,334399.107,32.12312894483703,-8.821355538262232,-6.810169218582169,7.438029718769113,HOLD,0
184,2020-03-10,7932.45,8156.31,7733.0,7897.66,257068.702,31.760039682923363,-7.434616583723819,-6.923705103153378,7.260325474954607,HOLD,0
185,2020-03-11,7898.21,7988.0,7593.29,7938.39,220537.381,32.727073768695746,-7.021096670820725,-6.941412660911078,7.1041035366786875,HOLD,0
186,2020-03-12,7938.39,7969.0,4347.0,4764.65,784747.02,14.949522185868796,-46.58284471450834,-14.148945761565127,10.14000681016862,SHORT,-1
187,2020-03-13,4762.28,5971.0,3621.81,5570.26,935489.242,25.94595321263689,-36.44883057615515,-18.203470273308767,11.09705487700329,HOLD,0
188,2020-03-14,5569.84,5638.42,5040.0,5167.01,316242.586,24.255440744241067,-40.99518895320621,-22.347419124199213,12.181800690568789,HOLD,0
189,2020-03-15,5167.21,5954.47,5089.12,5357.32,356311.765,26.683300359328882,-40.88676690783542,-25.718209630314888,12.804998160976835,HOLD,0
190,2020-03-16,5354.81,5361.26,4413.62,5026.26,621555.792,25.171773961292125,-45.004967459855486,-29.224892872049544,13.946887851806533,HOLD,0
191,2020-03-17,5027.11,5529.98,4913.49,5307.38,429908.098,28.85711256125296,-40.34761576139856,-31.247206124658454,14.57947519959698,CLOSE,1
192,2020-03-18,5306.42,5435.0,4982.75,5389.64,402005.703,29.944380467854614,-32.95183405776728,-31.557138476132785,14.78349858129134,HOLD,0
