Unnamed: 0,datetime,open,high,low,close,volume,roc,ATR,trade_type,signals
21,2019-09-29,8199.0,8226.35,7888.98,8041.96,35966.056,-21.505861224171074,410.8096386336191,BUY,0
22,2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.52,-18.497395820525565,425.9575215883605,BUY,0
23,2019-10-01,8285.31,8499.0,8171.0,8290.0,39212.804,-16.961574945434034,418.9605557606205,BUY,0
24,2019-10-02,8290.0,8365.92,8149.35,8352.14,30329.179,-16.670590958431784,404.5040874920047,BUY,0
25,2019-10-03,8353.4,8386.0,8020.0,8220.27,33430.23,-15.272068736626398,401.7537955282901,BUY,0
26,2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111,-5.957358705747772,390.73352441912647,BUY,0
27,2019-10-05,8130.0,8175.0,8010.0,8122.14,30262.006,-3.6527573317896467,374.60970124633167,BUY,0
28,2019-10-06,8122.01,8148.43,7760.0,7852.79,41909.039,-2.5726568364112246,375.59686544302224,BUY,0
29,2019-10-07,7851.01,8330.0,7764.42,8186.88,62760.299,0.12670427027634545,389.1670893399492,BUY,0
30,2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165,-0.33872742935653344,376.95015438709567,BUY,0
31,2019-10-09,8168.33,8700.0,8113.0,8559.77,65453.643,6.438853214887907,391.9537147880174,BUY,0
32,2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668,3.260743630096652,379.78202087458754,BUY,0
33,2019-10-11,8557.0,8788.0,8210.0,8255.58,69157.964,-0.4151990349819057,393.9404479549741,BUY,0
34,2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514,-0.6216370894166046,376.45255881533313,BUY,0
35,2019-10-13,8300.31,8456.0,8137.3,8274.66,43820.913,0.6616570988544179,372.3273760428093,BUY,0
36,2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821,2.6503709461586755,358.35756346832295,BUY,0
37,2019-10-15,8346.31,8408.62,8080.0,8160.01,86246.749,0.4662564299556582,356.23345179201425,BUY,0
38,2019-10-16,8160.55,8184.0,7900.24,7992.21,70434.452,1.775419946286605,351.0567766640133,BUY,0
39,2019-10-17,7994.76,8124.63,7930.0,8069.2,58354.602,-1.4374218261413385,339.8834354737266,BUY,0
40,2019-10-18,8069.41,8117.3,7812.0,7943.94,75251.352,-2.738619083649829,337.4131900827461,BUY,0
41,2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395,-7.157201653782752,331.62796221969285,BUY,0
42,2019-10-20,7947.78,8300.5,7871.17,8218.23,78663.915,-3.9479804862541323,338.6066792040005,BUY,0
43,2019-10-21,8218.23,8334.57,8150.0,8201.74,59928.516,-0.6521649599422474,327.6040592608576,BUY,0
44,2019-10-22,8201.0,8290.0,8000.0,8020.89,69506.88,-3.3653324851630306,324.9180550279392,BUY,0
45,2019-10-23,8020.68,8047.78,7172.76,7465.0,108484.139,-9.784812910741946,364.2110510973721,BUY,0
46,2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534,-11.199309853164063,349.50811887613133,BUY,0
47,2019-10-25,7410.07,8800.0,7359.0,8650.0,165118.926,6.004772052975427,427.47182467069337,BUY,0
48,2019-10-26,8650.0,10408.48,8626.89,9232.22,248161.161,15.51523295809294,524.1945514799296,BUY,0
49,2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019,18.144549645565846,539.4492263742203,BUY,0
50,2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975,16.030080791143963,556.2099959189187,BUY,0
51,2019-10-29,9215.78,9569.1,9070.0,9415.02,124703.014,18.470693193643495,552.1307104961388,BUY,0
52,2019-10-30,9415.02,9418.65,8975.72,9165.3,98464.858,11.524014295048923,544.3306597464147,BUY,0
53,2019-10-31,9163.4,9438.64,8933.0,9150.0,98836.044,11.561693006605921,541.5670411930993,BUY,0
54,2019-11-01,9149.88,9280.0,9050.27,9231.01,87256.949,15.087103800201728,519.2929668221635,BUY,0
55,2019-11-02,9231.7,9375.0,9194.98,9287.8,56602.055,24.417950435365032,495.0591834777233,BUY,0
56,2019-11-03,9288.96,9366.69,9073.0,9197.88,75612.722,24.105324940800244,480.6756703721717,BUY,0
57,2019-11-04,9197.86,9550.0,9126.01,9395.46,90433.357,8.61803468208091,476.6266939170165,BUY,0
58,2019-11-05,9395.47,9457.13,9164.33,9313.2,113738.226,0.8771454753028207,463.49621578008674,BUY,0
59,2019-11-06,9313.1,9450.0,9259.48,9343.6,73767.911,-1.9900727133884022,443.9979146529377,BUY,0
60,2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.569,0.024735933065422877,433.0502064634421,BUY,0
61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,-6.79754264993595,444.2216202874819,BUY,0
62,2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,-3.864030637295013,423.2772188383761,BUY,0
63,2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,-1.1878688524590175,423.54313177849207,BUY,0
64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,-5.439058131233743,426.27576522288547,BUY,0
65,2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,-5.06901526733995,419.89463913553647,BUY,0
66,2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,-4.600190478675515,398.9021649115696,BUY,0
67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,-8.016744257332785,385.8855817036004,BUY,0
68,2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,-9.018704634282527,386.8937544390575,BUY,0
69,2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,-9.124320390427677,366.79705769341064,BUY,0
70,2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,-7.761691345865984,360.2558392867384,BUY,0
71,2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,-6.74379460810961,367.0025650519714,BUY,0
72,2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,-7.711252220198272,355.9930961196878,BUY,0
73,2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,-10.477021582049495,344.3150178254244,BUY,0
74,2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,-12.682310432091914,369.68608798075127,BUY,0
75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,-17.628218214812296,414.8727959821262,BUY,0
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,-16.73857746536658,404.7004534119743,BUY,0
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,-20.14972952645434,409.29399245397616,BUY,0
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,-16.183126467113652,442.6372787072636,BUY,0
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,-15.793787819188642,434.4603302281734,BUY,0
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,-11.727014454306428,461.9417352118753,BUY,0
81,2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,-9.378536182401643,449.4458969824556,BUY,0
82,2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,-4.858024767268832,449.8733329122802,BUY,0
83,2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,-6.8089522550515476,443.1552377042602,BUY,0
84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,-3.076923076923066,434.40414929681305,BUY,0
85,2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,0.38938579485372493,423.30456720418357,BUY,0
86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,-0.20709034641438473,405.43066954674185,BUY,0
87,2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,4.204403509127852,428.614193150546,BUY,0
88,2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,3.984212964462275,422.1031793540784,BUY,0
89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,5.204195804195799,413.86080940021566,BUY,0
90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,-0.26069800992971626,394.97575158591457,BUY,0
91,2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,1.24612482284423,379.8624836154921,BUY,0
92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,-5.159461576442547,381.8315919286712,BUY,0
93,2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,-4.268235287878852,372.53719250519464,BUY,0
94,2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,-2.458381726674408,356.58882161196647,BUY,0
95,2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,-1.3198463859552811,346.48390578254026,BUY,0
96,2019-12-13,7194.08,7298.0,7190.0,7252.98,80178.833,-0.519554620442586,329.4493410837874,BUY,0
97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.512,-1.803087192323738,324.3658167206598,BUY,0
98,2019-12-15,7060.79,7196.0,7004.77,7115.0,87933.233,-3.6559291210956246,314.8561155263269,BUY,0
99,2019-12-16,7115.45,7147.34,6831.0,6887.54,117597.89,-8.435942090639593,314.9621072744464,BUY,0
100,2019-12-17,6887.48,6940.0,6550.0,6618.96,166411.289,-11.596324393631797,320.3219567548431,BUY,0
101,2019-12-18,6618.96,7479.99,6427.0,7277.44,328489.593,-3.0734397059215324,372.6553884152114,BUY,0
102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158849.566,-2.60579571488343,369.2550035284106,BUY,0
103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.566,-0.5067179247138065,352.801788990667,BUY,0
104,2019-12-21,7184.39,7185.0,7108.0,7131.01,44340.865,-1.0375018908458156,333.10166120561934,BUY,0
105,2019-12-22,7131.02,7517.61,7122.0,7502.92,129797.395,4.282972214539171,337.56654254807506,BUY,0
106,2019-12-23,7502.92,7691.0,7262.0,7314.01,215298.787,0.8414472396173878,344.0975037946411,BUY,0
107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081.004,2.70062056210294,339.40982495216673,BUY,0
108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.072,1.2150386507378652,325.48340888415487,BUY,0
109,2019-12-26,7201.67,7438.8,7151.0,7197.46,133973.533,4.499719783841538,322.79173682100094,BUY,0
110,2019-12-27,7197.84,7270.0,7078.89,7248.4,112284.61,9.509651063006874,313.3858984766437,BUY,0
111,2019-12-28,7248.4,7359.15,7235.0,7311.48,91292.882,0.46774690000879193,299.86904858545483,BUY,0
112,2019-12-29,7310.29,7527.0,7283.6,7383.67,102543.974,3.3217235796476174,295.83554511506514,BUY,0
113,2019-12-30,7383.68,7400.0,7215.58,7240.43,94375.362,0.7800244697183656,287.8772918925605,BUY,0
114,2019-12-31,7240.8,7319.0,7141.0,7189.0,89203.437,0.8132087880959427,280.0289139002347,BUY,0
115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.329,-4.069748844449894,266.475420050218,BUY,0
116,2020-01-02,7197.57,7209.59,6922.0,6962.04,115295.677,-4.812271243818378,267.98360433234535,BUY,0
117,2020-01-03,6962.34,7407.28,6863.44,7341.72,208493.458,1.2366175586455697,287.6876325943207,BUY,0
118,2020-01-04,7341.6,7400.0,7269.21,7350.71,92586.033,2.0726381492616186,276.4806588375835,BUY,0
119,2020-01-05,7350.54,7495.0,7303.0,7354.36,117765.972,2.179935699538449,270.4463260634704,BUY,0
120,2020-01-06,7354.36,7808.65,7345.0,7757.39,168150.317,7.022101429280947,284.2465884875082,BUY,0
121,2020-01-07,7757.74,8215.33,7733.0,8152.49,280809.162,11.50259591765279,298.3954035955433,BUY,0
122,2020-01-08,8150.9,8468.42,7870.11,8059.84,321225.114,9.157641118847405,319.8178747672902,BUY,0
123,2020-01-09,8059.77,8060.0,7750.01,7818.59,187263.143,7.985161102310223,319.1158837124837,BUY,0
124,2020-01-10,7817.91,8210.62,7670.0,8207.09,253783.948,14.161774933926829,334.9376063044492,BUY,0
125,2020-01-11,8207.2,8292.19,8003.87,8020.56,164741.715,11.434275734727152,331.6077772827029,BUY,0
126,2020-01-12,8020.58,8195.0,7956.28,8186.7,108629.964,17.590533809055977,324.97293604822414,BUY,0
127,2020-01-13,8186.22,8200.0,8053.78,8113.0,74581.364,10.505440142092048,312.2048691876367,BUY,0
128,2020-01-14,8112.99,8893.0,8109.02,8825.0,290777.981,20.056429923095862,345.90309281709114,BUY,0
129,2020-01-15,8825.0,8921.2,8570.52,8825.3,237633.837,20.000924621585003,346.2443004730132,BUY,0
130,2020-01-16,8825.35,8868.21,8596.25,8725.08,167958.963,12.474427610317385,340.93827901065504,BUY,0
131,2020-01-17,8724.99,9039.0,8680.0,8918.72,205717.686,9.39872358015772,342.2284019384654,BUY,0
132,2020-01-18,8918.73,8995.0,8816.0,8925.0,114708.682,10.734208123238176,330.5692303714322,BUY,0
133,2020-01-19,8925.0,9205.3,8440.91,8705.85,225314.525,11.348081943163656,361.5564282020441,BUY,0
134,2020-01-20,8705.98,8750.37,8526.06,8650.0,125161.675,5.396675313661725,351.7531119018982,BUY,0
135,2020-01-21,8650.0,8790.1,8448.6,8742.43,107577.153,9.000244371964051,351.0207467660483,BUY,0
136,2020-01-22,8742.78,8820.0,8585.85,8684.57,94305.496,6.081449179767184,342.6728362827591,BUY,0
137,2020-01-23,8684.47,8694.0,8326.0,8409.6,163407.064,3.655860963885127,344.4819194054191,BUY,0
138,2020-01-24,8410.0,8528.0,8247.0,8441.96,144785.391,-4.340396600566587,339.94749659074625,BUY,0
139,2020-01-25,8442.82,8455.0,8272.0,8344.64,96961.714,-5.446387091656934,328.7369611199787,BUY,0
140,2020-01-26,8344.37,8624.45,8300.0,8611.21,117898.916,-1.3050883201071062,328.4307496114088,BUY,0
141,2020-01-27,8611.21,9015.48,8565.0,8913.61,172235.328,-0.0572952172508967,337.1485532105939,BUY,0
142,2020-01-28,8913.61,9436.06,8905.0,9398.98,244467.546,5.310700280112046,350.9993708384086,BUY,0
143,2020-01-29,9399.72,9460.52,9242.0,9311.0,169460.643,6.951073128987972,341.53655863566513,BUY,0
144,2020-01-30,9311.23,9599.0,9210.42,9525.67,190137.536,10.123352601156066,344.8968044474033,BUY,0
145,2020-01-31,9525.67,9550.72,9220.0,9364.51,146644.026,7.115641760929159,343.884175558303,BUY,0
146,2020-02-01,9364.5,9477.76,9306.0,9392.74,109040.285,8.15434730792659,331.58959158985283,BUY,0
147,2020-02-02,9392.99,9489.92,9160.01,9338.2,148402.977,11.042142313546432,331.46962076200623,BUY,0
148,2020-02-03,9340.49,9647.61,9250.0,9300.64,159049.385,10.171571530781964,336.1939335647201,BUY,0
149,2020-02-04,9300.63,9368.0,9105.0,9198.35,147843.902,10.230639068911307,330.9657954529544,BUY,0
150,2020-02-05,9198.32,9799.08,9179.88,9630.0,212311.697,11.830973812042679,351.5539529206006,BUY,0
151,2020-02-06,9630.0,9884.0,9550.0,9778.12,200556.367,9.69876402490124,350.30009914055773,BUY,0
152,2020-02-07,9777.97,9900.0,9736.66,9821.52,129740.767,4.4955942027752105,336.94580634480366,BUY,0
153,2020-02-08,9821.52,9956.0,9680.55,9906.43,129267.269,6.394909247127067,332.5532487487463,BUY,0
154,2020-02-09,9906.09,10184.34,9892.15,10167.38,143407.013,6.73663899757182,329.6701595524073,BUY,0
155,2020-02-10,10167.37,10213.56,9750.0,9865.56,184242.737,5.350520208745557,339.2337195843782,BUY,0
156,2020-02-11,9865.56,10409.96,9729.36,10229.06,190119.815,8.903898117056364,363.61702532835113,BUY,0
157,2020-02-12,10230.74,10479.98,10229.71,10339.99,159674.258,10.727870467541912,355.5672378048975,BUY,0
158,2020-02-13,10339.64,10540.0,10101.0,10239.63,213052.717,10.095971890106492,361.5267208188334,BUY,0
159,2020-02-14,10240.02,10390.0,10123.37,10356.82,130975.746,12.594323982018496,354.74838361748806,BUY,0
160,2020-02-15,10356.27,10389.75,9752.3,9914.99,152146.127,2.9593977154724893,374.94135621623894,BUY,0
161,2020-02-16,9914.31,10060.45,9626.64,9921.86,141547.956,1.470016731232593,379.1462593436505,BUY,0
162,2020-02-17,9921.87,9971.0,9461.89,9716.0,185338.179,-1.0743754530866956,388.4293836762469,BUY,0
163,2020-02-18,9716.0,10270.0,9598.0,10174.32,166119.369,2.7042032296195506,408.6844276993721,BUY,0
164,2020-02-19,10174.53,10286.0,9293.07,9593.65,187495.927,-5.642849977083575,450.4162542922741,BUY,0
165,2020-02-20,9593.31,9700.0,9382.59,9601.99,143105.587,-2.6716172219316436,440.9158075571117,BUY,0
166,2020-02-21,9601.51,9759.59,9547.0,9681.39,98954.288,-5.354059903842579,424.6068213030323,BUY,0
167,2020-02-22,9681.39,9710.7,9565.0,9659.2,58419.547,-6.584048920743624,404.68490549567287,BUY,0
168,2020-02-23,9658.95,10018.9,9657.0,9943.12,97134.358,-2.8957100989000395,401.6288408174105,BUY,0
169,2020-02-24,9943.12,10000.0,9487.38,9662.95,157965.671,-6.699643326812666,409.5567807590241,BUY,0
170,2020-02-25,9662.88,9686.78,9247.0,9326.0,168641.725,-5.9403993347446615,411.71558213337954,BUY,0
171,2020-02-26,9326.0,9384.0,8610.0,8792.22,267005.172,-11.385365244016754,437.5930405524238,BUY,0
172,2020-02-27,8793.96,8978.0,8533.9,8828.0,200638.488,-9.139563606422396,438.0578233701079,BUY,0
173,2020-02-28,8827.12,8908.86,8450.0,8699.57,196066.11,-14.49482618985839,439.543693129386,BUY,0
174,2020-02-29,8699.86,8799.83,8530.0,8531.98,103524.685,-11.066382450891998,427.421286477287,BUY,0
175,2020-03-01,8532.5,8762.24,8409.0,8537.84,174332.916,-11.082598503018637,422.12262315748075,BUY,0
176,2020-03-02,8537.84,8972.0,8504.95,8919.7,160294.484,-7.8675686032687375,425.3317215033749,BUY,0
177,2020-03-03,8919.7,8922.34,8657.41,8765.0,160123.605,-9.257495444757335,413.87445568170534,BUY,0
178,2020-03-04,8765.0,8853.88,8669.23,8756.93,105462.12,-11.929756454714424,397.50128027586925,BUY,0
179,2020-03-05,8755.98,9172.3,8755.98,9062.81,161840.623,-6.21073274724594,398.84547454187856,BUY,0
180,2020-03-06,9062.62,9179.75,8994.14,9139.48,115011.583,-2.0000000000000018,383.6143692174587,BUY,0
181,2020-03-07,9139.77,9204.0,8850.0,8897.18,125804.999,1.1937826851466493,381.4990571304974,BUY,0
182,2020-03-08,8895.62,8897.71,7997.7,8038.46,237407.028,-8.943588581785233,418.5355530497476,BUY,0
183,2020-03-09,8038.99,8182.31,7635.21,7932.15,334399.107,-8.821355538262232,427.7187278319085,BUY,0
184,2020-03-10,7932.45,8156.31,7733.0,7897.66,257068.702,-7.434616583723819,427.4038187010579,BUY,0
185,2020-03-11,7898.21,7988.0,7593.29,7938.39,220537.381,-7.021096670820725,425.0685459366966,BUY,0
186,2020-03-12,7938.39,7969.0,4347.0,4764.65,784747.02,-46.58284471450834,653.420792655504,BUY,0
187,2020-03-13,4762.28,5971.0,3621.81,5570.26,935489.242,-36.44883057615515,774.5471646086824,BUY,0
188,2020-03-14,5569.84,5638.42,5040.0,5167.01,316242.586,-40.99518895320621,761.9666528509193,BUY,0
189,2020-03-15,5167.21,5954.47,5089.12,5357.32,356311.765,-40.88676690783542,769.3511776472823,BUY,0
190,2020-03-16,5354.81,5361.26,4413.62,5026.26,621555.792,-45.004967459855486,782.0860935296192,BUY,0
191,2020-03-17,5027.11,5529.98,4913.49,5307.38,429908.098,-40.34761576139856,770.2578011346465,BUY,0
192,2020-03-18,5306.42,5435.0,4982.75,5389.64,402005.703,-32.95183405776728,747.5429581964574,BUY,0
193,2020-03-19,5389.94,6400.0,5246.5,6159.6,499391.19,-22.346400408464284,776.5398897538533,BUY,0
194,2020-03-20,6159.41,6911.0,5650.0,6203.77,571898.016,-21.447998521080926,811.1441833428638,BUY,0
195,2020-03-21,6204.47,6457.17,5854.01,6183.69,387679.649,-22.103978262594815,796.2881702469449,BUY,0
196,2020-03-22,6183.84,6408.91,5730.35,5810.17,391002.795,21.943269705015076,787.879015229306,BUY,0
197,2020-03-23,5810.3,6619.9,5670.0,6463.84,489746.087,16.041980087105443,799.451942712927,BUY,0
198,2020-03-24,6463.21,6840.0,6369.0,6741.33,437968.553,30.46868498415911,775.9910896620037,BUY,0
199,2020-03-25,6740.86,6960.71,6436.26,6673.41,400684.542,24.566201010953236,758.0238689718606,BUY,0
200,2020-03-26,6673.57,6777.5,6500.0,6733.76,281245.628,33.97158125524744,723.7007354738705,BUY,0
201,2020-03-27,6733.76,6840.0,6230.0,6353.64,258213.519,19.71330486982279,715.579254368594,BUY,0
202,2020-03-28,6353.64,6354.74,6004.0,6230.95,341944.185,15.609762433112406,689.5193076279801,BUY,0
203,2020-03-29,6231.81,6260.0,5857.6,5876.27,251335.919,-4.599811676082865,669.0107856545529,BUY,0
204,2020-03-30,5876.27,6606.15,5850.0,6391.08,387321.998,3.0192931072557494,675.2350152506563,BUY,0
205,2020-03-31,6389.52,6516.63,6320.0,6407.1,262522.644,3.612891331874679,641.0489427327523,BUY,0
206,2020-04-01,6407.1,6693.0,6140.0,6641.51,390529.602,14.308359307903217,634.7597325375557,BUY,0
207,2020-04-02,6641.22,7290.0,6542.73,6791.63,531321.428,5.071134186489767,642.7961802134447,BUY,0
208,2020-04-03,6791.65,7049.11,6600.0,6729.8,411944.927,-0.17103449912702073,628.9614530553416,BUY,0
209,2020-04-04,6729.8,7020.0,6629.99,6851.1,319849.757,2.6626567227249653,611.8934921228172,BUY,0
210,2020-04-05,6851.4,6893.44,6668.02,6768.9,239224.508,0.5218481205151226,584.288242685473,BUY,0
211,2020-04-06,6768.9,7370.0,6760.0,7325.73,461331.013,15.299733695960093,586.1247967793679,BUY,0
212,2020-04-07,7325.73,7457.0,7070.43,7192.9,419572.04,15.43825580368965,571.8708827236987,BUY,0
213,2020-04-08,7192.9,7417.83,7145.14,7357.66,332599.575,25.209699350097914,550.500819672006,BUY,0
214,2020-04-09,7357.15,7365.69,7105.98,7278.65,293638.581,13.887637144269815,529.7300468382913,BUY,0
215,2020-04-10,7278.83,7290.0,6741.0,6857.82,440148.453,7.034695884253406,531.1064720641276,BUY,0
216,2020-04-11,6858.0,6944.28,6757.29,6874.18,224157.844,3.503269587789526,506.52672405954706,BUY,0
217,2020-04-12,6874.17,7173.98,6775.66,6900.52,321594.822,1.6032969993948543,498.79767234100797,BUY,0
218,2020-04-13,6900.19,6900.99,6558.0,6834.0,421954.773,1.5483372462777423,487.6685528880788,BUY,0
219,2020-04-14,6834.01,6975.6,6751.0,6864.11,280445.427,0.18989651296870136,468.8779419675017,BUY,0
220,2020-04-15,6864.11,6929.0,6602.59,6616.89,281136.689,-2.2457120063821168,458.70166039839444,BUY,0
221,2020-04-16,6616.88,7190.92,6465.33,7098.15,559868.603,-3.1065845997600205,477.7651132270806,BUY,0
222,2020-04-17,7098.15,7140.0,6981.0,7022.44,277339.601,-2.3698369225208182,454.99617656800336,BUY,0
223,2020-04-18,7022.0,7290.0,7008.11,7242.42,225807.171,-1.566258837728296,442.6314496702889,BUY,0
224,2020-04-19,7242.49,7258.42,7055.0,7118.03,216975.114,-2.206727895969718,425.5449175509825,BUY,0
225,2020-04-20,7118.04,7208.55,6735.95,6825.29,445104.981,-0.4743489913704324,428.9059948687695,BUY,0
226,2020-04-21,6825.28,6940.0,6759.16,6838.0,288024.528,-0.5263173207568084,411.18699523528596,BUY,0
227,2020-04-22,6838.0,7154.9,6812.57,7120.06,306482.163,3.181499365265217,406.2686384327655,BUY,0
228,2020-04-23,7120.06,7802.38,7020.0,7483.35,472510.047,9.50175592625111,433.13373568756793,BUY,0
229,2020-04-24,7483.36,7612.91,7388.0,7504.11,278378.368,9.323859903177546,418.2606117098845,BUY,0
230,2020-04-25,7504.62,7722.33,7433.0,7534.01,243266.807,13.86028783915101,409.05128230203553,BUY,0
231,2020-04-26,7534.01,7709.57,7476.86,7694.17,269921.936,8.396835795242419,396.45547642331866,BUY,0
232,2020-04-27,7693.63,7795.6,7623.98,7774.0,290336.169,10.702263031083215,380.3957995359388,BUY,0
233,2020-04-28,7774.0,7780.0,7662.49,7735.75,217652.761,6.8116734461685535,361.6182424262289,BUY,0
234,2020-04-29,7735.76,8988.66,7710.0,8784.2,871197.569,23.407740624863926,427.1212251100697,BUY,0
235,2020-04-30,8784.05,9479.77,8400.0,8624.76,944211.711,26.36474054582296,473.73899474506476,BUY,0
236,2020-05-01,8623.61,9065.0,8619.84,8830.52,417820.386,29.1389295115531,471.69763797756013,BUY,0
237,2020-05-02,8830.52,9020.0,8755.01,8975.18,295769.728,26.054836616545373,456.9328066934487,BUY,0
238,2020-05-03,8975.18,9200.0,8727.24,8900.0,451322.713,18.930692804693084,458.06332050105954,BUY,0
239,2020-05-04,8899.99,8954.94,8526.0,8873.98,440135.307,18.254929631895056,455.9830833224124,BUY,0
240,2020-05-05,8873.99,9118.17,8766.12,9022.78,409920.13,19.76065866650032,448.5592916565258,BUY,0
241,2020-05-06,9022.76,9405.0,8916.01,9148.27,507753.8,18.8987246187698,451.4471993953453,BUY,0
242,2020-05-07,9148.29,10080.0,9022.0,9995.0,738920.219,28.569590944172884,494.77239943853493,BUY,0
243,2020-05-08,9994.74,10045.03,9726.0,9807.49,458034.211,26.781372200497678,482.2193709072111,BUY,0
244,2020-05-09,9809.63,9923.98,9528.23,9550.67,411941.957,8.725552696887595,476.04298727098177,BUY,0
245,2020-05-10,9550.25,9580.0,7940.0,8719.53,842909.031,1.0988131843668647,559.1827738944831,BUY,0
246,2020-05-11,8723.23,9164.0,8151.12,8561.09,805164.964,-3.051122697191111,591.5897186163058,BUY,0
247,2020-05-12,8560.73,8981.0,8520.43,8808.71,369716.041,-1.8547817425388802,582.2311672865696,BUY,0
