Unnamed: 0,datetime,open,high,low,close,volume,vol,rsi,roc,roc_ema,vol_ema,vol_std,trade_type,signals
0,2019-09-08,10000.0,10412.65,10000.0,10391.63,3096.291,3096.291,,,,,,HOLD,0
1,2019-09-09,10316.62,10475.54,10077.22,10307.0,14824.373,14824.373,,,,,,HOLD,0
2,2019-09-10,10307.0,10382.97,9940.87,10102.02,9068.955,9068.955,,,,,,HOLD,0
3,2019-09-11,10094.27,10293.11,9884.31,10159.55,10897.922,10897.922,,,,,,HOLD,0
4,2019-09-12,10163.06,10450.13,10042.12,10415.13,15609.634,15609.634,,,,,,HOLD,0
5,2019-09-13,10414.96,10440.55,10153.51,10341.34,19252.721,19252.721,,,,,,HOLD,0
6,2019-09-14,10343.01,10419.97,10222.77,10332.25,20656.624,20656.624,,,,,,HOLD,0
7,2019-09-15,10333.47,10359.2,10024.81,10302.22,20536.255,20536.255,,,,,,HOLD,0
8,2019-09-16,10302.0,10353.81,10080.7,10249.27,20185.637,20185.637,,,,,,HOLD,0
9,2019-09-17,10257.3,10270.63,10136.77,10186.52,22519.607,22519.607,,,,15664.801899999997,,HOLD,0
10,2019-09-18,10183.87,10256.65,10097.92,10155.16,20832.895,20832.895,,-2.2755814054195467,,16604.455190909088,,HOLD,0
11,2019-09-19,10154.7,10331.62,9530.02,10245.3,26228.754,26228.754,,-0.5986222955273179,,18354.327701652892,,HOLD,0
12,2019-09-20,10247.7,10279.3,10070.5,10166.35,23265.91,23265.91,,0.6368033324028355,,19247.34266498873,,HOLD,0
13,2019-09-21,10166.56,10175.3,9912.63,9983.33,23642.387,23642.387,,-1.7345256433601852,,20046.441634990777,,HOLD,0
14,2019-09-22,9992.7,10089.52,9857.0,10023.04,23916.354,23916.354,35.30940367155306,-3.7646193566474806,,20750.062064992453,,HOLD,0
15,2019-09-23,10027.69,10046.91,9620.0,9701.96,31927.062,31927.062,27.680009613651357,-6.182757747061807,,22782.243871357463,,HOLD,0
16,2019-09-24,9701.1,9792.83,8645.61,8645.61,29758.535,29758.535,15.677755512197175,-16.324033971303443,,24050.660440201562,,HOLD,0
17,2019-09-25,8493.32,8725.24,8200.0,8430.07,48222.102,48222.102,14.313926030586446,-18.172296844757728,,28445.46799652855,,HOLD,0
18,2019-09-26,8428.15,8464.4,7700.67,8060.15,60065.945,60065.945,12.33126514041317,-21.358789455249017,,34194.64563352336,,HOLD,0
19,2019-09-27,8061.98,8260.0,7851.94,8176.52,40034.653,40034.653,16.26075884643274,-19.731959491563355,-8.950638287848706,35256.46515470093,,HOLD,0
20,2019-09-28,8178.26,8311.0,8001.14,8195.38,33820.919,33820.919,16.910771665000198,-19.29836654469256,-10.83204342545668,34995.45676293712,,HOLD,0
21,2019-09-29,8199.0,8226.35,7888.98,8041.96,35966.056,35966.056,15.834035064275886,-21.505861224171074,-12.77273757067748,35171.92935149401,,HOLD,0
22,2019-09-30,8042.08,8331.89,7709.01,8285.84,54412.52,54412.52,24.106407052208898,-18.497395820525565,-13.813584525195314,38670.218560313275,,HOLD,0
23,2019-10-01,8285.31,8499.0,8171.0,8290.0,39212.804,39212.804,24.243185314505915,-16.961574945434034,-14.385946419784172,38768.870458438134,,HOLD,0
24,2019-10-02,8290.0,8365.92,8149.35,8352.14,30329.179,30329.179,26.37762741756,-16.670590958431784,-14.80133633590192,37234.38110235847,,HOLD,0
25,2019-10-03,8353.4,8386.0,8020.0,8220.27,33430.23,33430.23,24.781906879979005,-15.272068736626398,-14.886924045124553,36542.717265566025,,HOLD,0
26,2019-10-04,8219.95,8227.42,7979.95,8130.56,28421.111,28421.111,23.730183020054536,-5.957358705747772,-13.263366710692411,35066.06158091766,,HOLD,0
27,2019-10-05,8130.0,8175.0,8010.0,8122.14,30262.006,30262.006,23.628823389172243,-3.6527573317896467,-11.515983187255545,34192.59692984172,,HOLD,0
28,2019-10-06,8122.01,8148.43,7760.0,7852.79,41909.039,41909.039,20.597890931545372,-2.5726568364112246,-9.889923850738395,35595.586397143226,,HOLD,0
29,2019-10-07,7851.01,8330.0,7764.42,8186.88,62760.299,62760.299,32.21273660851257,0.12670427027634545,-8.068718737826623,40534.625052208095,14035.856473268592,SHORT,-1
30,2019-10-08,8188.55,8322.01,8103.88,8167.62,44715.165,44715.165,31.922828567767773,-0.33872742935653344,-6.663265772650243,41294.7232245339,13434.193125023707,HOLD,0
31,2019-10-09,8168.33,8700.0,8113.0,8559.77,65453.643,65453.643,43.142950536688964,6.438853214887907,-4.281062320370579,45687.25409280046,14490.484885675109,HOLD,0
32,2019-10-10,8559.77,8640.89,8419.34,8556.02,44285.668,44285.668,43.069847882605785,3.260743630096652,-2.9098248748310827,45432.42025774583,13983.102876125027,HOLD,0
33,2019-10-11,8557.0,8788.0,8210.0,8255.58,69157.964,69157.964,37.576348878429286,-0.4151990349819057,-2.4562565403130505,49746.15548361022,14745.504962072855,HOLD,0
34,2019-10-12,8255.54,8397.45,8248.34,8300.22,37761.514,37761.514,38.82488644011734,-0.6216370894166046,-2.1226893674227876,47567.12975931745,14285.474254444887,HOLD,0
35,2019-10-13,8300.31,8456.0,8137.3,8274.66,43820.913,43820.913,38.35188710426311,0.6616570988544179,-1.6164445553723865,46885.999439441555,13997.615873985891,HOLD,0
36,2019-10-14,8274.33,8381.77,8205.02,8346.05,61999.821,61999.821,40.53110870233218,2.6503709461586755,-0.8406599187303752,49633.966995906725,14359.39347799998,HOLD,0
37,2019-10-15,8346.31,8408.62,8080.0,8160.01,86246.749,86246.749,36.87309879961905,0.4662564299556582,-0.6030387644238236,56290.83645119641,16356.254666185125,HOLD,0
38,2019-10-16,8160.55,8184.0,7900.24,7992.21,70434.452,70434.452,33.90115119800513,1.775419946286605,-0.17059172611283663,58862.402914615246,16759.57540395009,HOLD,0
39,2019-10-17,7994.76,8124.63,7930.0,8069.2,58354.602,58354.602,36.432733741511996,-1.4374218261413385,-0.4009244715725643,58770.07547559429,16593.354267326813,HOLD,0
40,2019-10-18,8069.41,8117.3,7812.0,7943.94,75251.352,75251.352,34.14162770293338,-2.738619083649829,-0.8259598555866124,61766.67120730442,17001.573130867277,HOLD,0
41,2019-10-19,7945.57,8108.54,7852.12,7947.13,78024.395,78024.395,34.25501880978238,-7.157201653782752,-1.9770947279859108,64722.62098779452,17609.590534023984,HOLD,0
42,2019-10-20,7947.78,8300.5,7871.17,8218.23,78663.915,78663.915,43.204635068725395,-3.9479804862541323,-2.3354375931255875,67257.40171728643,17936.47416442399,HOLD,0
43,2019-10-21,8218.23,8334.57,8150.0,8201.74,59928.516,59928.516,42.82278529162603,-0.6521649599422474,-2.029388023455889,65924.87704141617,17419.115952480246,HOLD,0
44,2019-10-22,8201.0,8290.0,8000.0,8020.89,69506.88,69506.88,38.775176551802545,-3.3653324851630306,-2.2722870164935514,66576.15030661323,17066.596348713883,HOLD,0
45,2019-10-23,8020.68,8047.78,7172.76,7465.0,108484.139,108484.139,29.534427081281244,-9.784812910741946,-3.6382008154478047,74195.78461450172,19503.150819218383,HOLD,0
46,2019-10-24,7465.18,7495.81,7337.44,7411.35,66719.534,66719.534,28.82055355222553,-11.199309853164063,-5.012947913214397,72836.46632095595,19094.56707755753,HOLD,0
47,2019-10-25,7410.07,8800.0,7359.0,8650.0,165118.926,165118.926,55.53993442151278,6.004772052975427,-3.0097261011798837,89615.09535350942,27388.046258083436,HOLD,0
48,2019-10-26,8650.0,10408.48,8626.89,9232.22,248161.161,248161.161,62.63916874546128,15.51523295809294,0.35844827323335693,118441.65274378043,43607.16374289283,REVERSE_SHORT_TO_LONG,2
49,2019-10-27,9234.75,9803.83,9066.07,9533.32,163544.019,163544.019,65.69033716957912,18.144549645565846,3.5922848863847188,126642.082972184,46734.20141057032,HOLD,0
50,2019-10-28,9534.37,9930.13,9156.03,9217.36,155599.975,155599.975,60.14000302595362,16.030080791143963,5.853702323613673,131907.15424996873,48702.85452223279,HOLD,0
51,2019-10-29,9215.78,9569.1,9070.0,9415.02,124703.014,124703.014,62.28675986065608,18.470693193643495,8.147700663619094,130597.31056815623,49021.13350673206,HOLD,0
52,2019-10-30,9415.02,9418.65,8975.72,9165.3,98464.858,98464.858,58.034214798830654,11.524014295048923,8.761575869333608,124755.0464648551,48995.626466763795,HOLD,0
53,2019-10-31,9163.4,9438.64,8933.0,9150.0,98836.044,98836.044,57.77395441434352,11.561693006605921,9.270688076110392,120042.50056215416,48588.56302663011,HOLD,0
54,2019-11-01,9149.88,9280.0,9050.27,9231.01,87256.949,87256.949,58.82681366354867,15.087103800201728,10.328218207763364,114081.49118721705,47714.978789126595,HOLD,0
55,2019-11-02,9231.7,9375.0,9194.98,9287.8,56602.055,56602.055,59.58753081959793,24.417950435365032,12.88998770369094,103630.68460772304,47107.64905371122,HOLD,0
56,2019-11-03,9288.96,9366.69,9073.0,9197.88,75612.722,75612.722,57.767570379097464,24.105324940800244,14.929139928619904,98536.50958813704,46045.43020370752,HOLD,0
57,2019-11-04,9197.86,9550.0,9126.01,9395.46,90433.357,90433.357,60.61411828419998,8.61803468208091,13.781666247430996,97063.20911756667,44947.27672347441,HOLD,0
58,2019-11-05,9395.47,9457.13,9164.33,9313.2,113738.226,113738.226,58.836058304028974,0.8771454753028207,11.435389743407692,100095.03036891819,44431.122312542226,HOLD,0
59,2019-11-06,9313.1,9450.0,9259.48,9343.6,73767.911,73767.911,59.31108529069555,-1.9900727133884022,8.994396569444765,95308.28139275125,44260.89191438296,HOLD,0
60,2019-11-07,9344.29,9381.93,9091.2,9219.64,77389.569,77389.569,56.45045682029915,0.024735933065422877,7.363549181012157,92050.3336849783,43553.58859139204,HOLD,0
61,2019-11-08,9221.63,9259.3,8669.85,8775.03,151851.16,151851.16,47.58539778494048,-6.79754264993595,4.788805211748865,102923.21119680042,44670.101112958095,HOLD,0
62,2019-11-09,8775.6,8878.0,8727.0,8811.15,66846.392,66846.392,48.29578206638991,-3.864030637295013,3.215562330104523,96363.78952465489,44029.12575996797,HOLD,0
63,2019-11-10,8811.3,9187.0,8760.0,9041.31,91099.197,91099.197,52.695365248973104,-1.1878688524590175,2.4149384787293338,95406.59088380855,43796.289393741485,HOLD,0
64,2019-11-11,9041.31,9072.91,8611.11,8728.93,113373.762,113373.762,46.866474682645496,-5.439058131233743,0.9869390950996835,98673.34926857063,42619.932136921845,HOLD,0
65,2019-11-12,8729.89,8889.06,8552.12,8817.0,107520.546,107520.546,48.59297019476049,-5.06901526733995,-0.11414351625297714,100281.93049246688,41489.70668455028,HOLD,0
66,2019-11-13,8817.94,8838.0,8712.0,8774.76,58585.811,58585.811,47.79088138230653,-4.600190478675515,-0.9297884185116204,92700.81785747291,41595.90609661046,HOLD,0
67,2019-11-14,8774.78,8798.06,8581.39,8642.25,87099.995,87099.995,45.266607969486216,-8.016744257332785,-2.2183258437518325,91682.48642884147,41587.464346677596,HOLD,0
68,2019-11-15,8642.47,8780.0,8380.0,8473.27,145602.497,145602.497,42.20515108529428,-9.018704634282527,-3.4547583511210496,101486.12471450666,42050.80208350965,HOLD,0
69,2019-11-16,8473.3,8540.54,8435.0,8491.06,48657.04,48657.04,42.64494299587755,-9.124320390427677,-4.485587812813163,91880.83658459636,42417.19578304362,HOLD,0
70,2019-11-17,8491.18,8631.0,8355.78,8504.04,72152.266,72152.266,42.985840840669454,-7.761691345865984,-5.081243000640949,88293.82375103339,42484.022499345934,HOLD,0
71,2019-11-18,8504.13,8504.71,8050.0,8183.26,123477.142,123477.142,37.11477855889169,-6.74379460810961,-5.383525111089797,94690.79070539096,42444.123266155686,HOLD,0
72,2019-11-19,8183.3,8212.87,8000.0,8131.7,110854.03,110854.03,36.257582021081554,-7.711252220198272,-5.806748221836792,97629.56148622897,42231.129559366134,HOLD,0
73,2019-11-20,8131.12,8230.0,8037.5,8094.05,87352.38,87352.38,35.610808657811425,-10.477021582049495,-6.655888832784557,95760.98303418733,41565.3319247254,HOLD,0
74,2019-11-21,8094.57,8131.51,7432.0,7621.9,180289.189,180289.189,28.69735758457596,-12.682310432091914,-7.75160185084044,111129.74775524419,43172.32932689348,CLOSE,-1
75,2019-11-22,7621.89,7765.03,6762.73,7262.72,371213.951,371213.951,24.759408016093904,-17.628218214812296,-9.547350280653504,158417.78470883615,63962.20712600981,SHORT,-1
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,139643.311,26.075469705380623,-16.73857746536658,-10.854846132419517,155004.2440345023,63385.82853849695,HOLD,0
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,183676.078,22.166109333638936,-20.14972952645434,-12.54482493133494,160217.3047555019,63916.37509376148,HOLD,0
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,333987.914,27.94311194072864,-16.183126467113652,-13.206334301476524,191811.96098177426,71100.77656109165,HOLD,0
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,193962.094,29.290835179881032,-15.793787819188642,-13.676780395606,192202.8942578153,71884.6601306461,HOLD,0
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,297842.994,38.503382601046404,-11.727014454306428,-13.322277497187896,211410.18512003068,78224.85697986878,HOLD,0
81,2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,175000.609,37.173303487826274,-9.378536182401643,-12.605233621772214,204790.262189116,78658.39585636494,HOLD,0
82,2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,185819.186,44.46032108971962,-4.858024767268832,-11.19665019368069,201340.97560927673,79038.02122657686,HOLD,0
83,2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,141966.392,41.342476060470304,-6.8089522550515476,-10.398886932111754,190545.5967712264,78789.60025020118,HOLD,0
84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,196291.252,38.97890129832283,-3.076923076923066,-9.067620776622901,191590.26135827616,79029.15418230262,HOLD,0
85,2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,143966.953,37.546566069157144,0.38938579485372493,-7.348165036354423,182931.47802040775,77557.62961647176,HOLD,0
86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,84699.47,37.54440789674337,-0.20709034641438473,-6.049787820001689,165071.11292578815,77317.86808886996,HOLD,0
87,2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,274879.481,35.95679332372032,4.204403509127852,-4.185389396523591,185036.27075746303,80280.96252929894,HOLD,0
88,2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,176315.108,41.16191417447878,3.984212964462275,-2.700007149071615,183450.60480156066,80182.95299963726,HOLD,0
89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,136218.707,44.58976721113596,5.204195804195799,-1.2628793393866304,174862.98701945873,78982.66054426697,HOLD,0
90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,83208.782,43.888862525350056,-0.26069800992971626,-1.0806645522126461,158198.58610682987,78806.32888797307,HOLD,0
91,2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,84380.338,44.45464572914524,1.24612482284423,-0.6576119385659414,144777.08645104262,79739.01426416798,HOLD,0
92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,136440.176,40.84881915227687,-5.159461576442547,-1.476130054543506,143261.28455085304,78289.17610404415,HOLD,0
93,2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,126662.794,38.55051855789656,-4.268235287878852,-1.9837855515135692,140243.37717797066,77621.63322905365,HOLD,0
94,2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,97320.727,38.24797599878818,-2.458381726674408,-2.070075765179176,132439.2589637942,77950.15787450213,HOLD,0
95,2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,140594.105,38.01561330232073,-1.3198463859552811,-1.9336704235021043,133921.95824310434,77534.23095373696,HOLD,0
96,2019-12-13,7194.08,7298.0,7190.0,7252.98,80178.833,80178.833,40.08980217741193,-0.519554620442586,-1.6765584593094647,124150.48092617627,76741.88599926926,HOLD,0
97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.512,97837.512,35.837912887559725,-1.803087192323738,-1.699563683493878,119366.30475778058,76450.45079486126,HOLD,0
98,2019-12-15,7060.79,7196.0,7004.77,7115.0,87933.233,87933.233,37.82631330013545,-3.6559291210956246,-2.0552664903305593,113651.20080182048,77382.34332295778,HOLD,0
99,2019-12-16,7115.45,7147.34,6831.0,6887.54,117597.89,117597.89,33.13824513167088,-8.435942090639593,-3.2153893267503832,114368.78065603494,75240.78449017346,HOLD,0
100,2019-12-17,6887.48,6940.0,6550.0,6618.96,166411.289,166411.289,28.626707167434557,-11.596324393631797,-4.739195702547004,123831.05490039222,73650.45008901926,HOLD,0
101,2019-12-18,6618.96,7479.99,6427.0,7277.44,328489.593,328489.593,47.49873218597246,-3.0734397059215324,-4.436330975887827,161041.69819123,79369.71599311697,HOLD,0
102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158849.566,158849.566,44.94945205209916,-2.60579571488343,-4.103506382977937,160643.12870191547,78735.95194419418,HOLD,0
103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.566,86449.566,45.85854199830437,-0.5067179247138065,-3.449544845111731,147153.39002883993,78766.54267432848,HOLD,0
104,2019-12-21,7184.39,7185.0,7108.0,7131.01,44340.865,44340.865,44.74369484232737,-1.0375018908458156,-3.0109915806997467,128460.20365995994,81723.24612907828,HOLD,0
105,2019-12-22,7131.02,7517.61,7122.0,7502.92,129797.395,129797.395,53.26790765201215,4.282972214539171,-1.6848163452017615,128703.32935814904,72083.39565149441,HOLD,0
106,2019-12-23,7502.92,7691.0,7262.0,7314.01,215298.787,215298.787,49.12261060786458,0.8414472396173878,-1.2254956934164616,144447.95802030378,72843.8584851211,HOLD,0
107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081.004,149081.004,47.808280743306305,2.70062056210294,-0.5116563742311159,145290.3300166122,72684.1965715959,HOLD,0
108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.072,96965.072,46.709537121142944,1.2150386507378652,-0.1977118242367557,136503.91946813726,65394.52629365138,HOLD,0
109,2019-12-26,7201.67,7438.8,7151.0,7197.46,133973.533,133973.533,46.61853641225811,4.499719783841538,0.6563666499592976,136043.8492012032,64868.27642129868,CLOSE,1
110,2019-12-27,7197.84,7270.0,7078.89,7248.4,112284.61,112284.61,48.01111728051482,9.509651063006874,2.266054725058857,131723.98752825716,58624.60024082574,HOLD,0
111,2019-12-28,7248.4,7359.15,7235.0,7311.48,91292.882,91292.882,49.75897417974116,0.46774690000879193,1.939089665958845,124372.8774322104,58866.830626637595,HOLD,0
112,2019-12-29,7310.29,7527.0,7283.6,7383.67,102543.974,102543.974,51.75787770864358,3.3217235796476174,2.1904776502658945,120403.98589908124,58454.2916507519,HOLD,0
113,2019-12-30,7383.68,7400.0,7215.58,7240.43,94375.362,94375.362,47.70236986416958,0.7800244697183656,1.934031617439071,115671.508826521,58862.97075770858,HOLD,0
114,2019-12-31,7240.8,7319.0,7141.0,7189.0,89203.437,89203.437,46.299610995417424,0.8132087880959427,1.7302456484675932,110859.13213078992,58128.07572898987,HOLD,0
115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.329,56801.329,46.58150361670702,-4.069748844449894,0.6757011952098682,101030.44065246447,59466.397787213136,HOLD,0
